"Id","Name","countryName","century","continentName","gender","domain"
7162,"Jugurtha","TUNISIA",-200,"AFRICA","Male","INSTITUTIONS"
7163,"Terence","TUNISIA",-200,"AFRICA","Male","HUMANITIES"
7164,"Zine El Abidine Ben Ali","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7165,"Aemilianus","TUNISIA",200,"AFRICA","Male","INSTITUTIONS"
7166,"Bertrand Delanoë","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7167,"Claudia Cardinale","TUNISIA",1900,"AFRICA","Female","ARTS"
7168,"Fouad Mebazaa","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7169,"Habib Bourguiba","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7170,"Ibn Khaldun","TUNISIA",1300,"AFRICA","Male","HUMANITIES"
7171,"Mohamed Bouazizi","TUNISIA",1900,"AFRICA","Male","PUBLIC FIGURE"
7172,"Mohamed Ghannouchi","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7173,"Moncef Marzouki","TUNISIA",1900,"AFRICA","Male","INSTITUTIONS"
7174,"‘Abdu’l-Hamid I","TURKEY",1700,"ASIA","Male","INSTITUTIONS"
7175,"Abdülmecid","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7176,"Abdülmecid II","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7177,"Ahmed I","TURKEY",1500,"ASIA","Male","INSTITUTIONS"
7178,"Ahmed II","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7179,"Al-Battani","TURKEY",800,"ASIA","Male","SCIENCE"
7180,"Alexander Balas","TURKEY",-200,"ASIA","Male","INSTITUTIONS"
7181,"Alexander, Byzantine Emperor","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7182,"Alexios I Komnenos","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7183,"Alexios II Komnenos","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7184,"Alexios III Angelos","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7185,"Ammianus Marcellinus","TURKEY",300,"ASIA","Male","HUMANITIES"
7186,"Anacreon","TURKEY",-600,"ASIA","Male","HUMANITIES"
7187,"Anaxagoras","TURKEY",-500,"ASIA","Male","HUMANITIES"
7188,"Anaximander","TURKEY",-700,"ASIA","Male","HUMANITIES"
7189,"Anaximenes of Miletus","TURKEY",-600,"ASIA","Male","HUMANITIES"
7190,"Andranik Ozanian","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7191,"André Chénier","TURKEY",1700,"ASIA","Male","HUMANITIES"
7192,"Andronikos I Komnenos","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7193,"Andronikos II Palaiologos","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7194,"Andronikos III Palaiologos","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7195,"Andronikos IV Palaiologos","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7196,"Anna Komnene","TURKEY",1000,"ASIA","Female","HUMANITIES"
7197,"Anthemius","TURKEY",400,"ASIA","Male","INSTITUTIONS"
7198,"Apelles","TURKEY",-400,"ASIA","Male","ARTS"
7199,"Apollonius of Perga","TURKEY",-300,"ASIA","Male","SCIENCE"
7200,"Apollonius of Tyana","TURKEY",0,"ASIA","Male","HUMANITIES"
7201,"Aratus","TURKEY",-400,"ASIA","Male","HUMANITIES"
7202,"Arcesilaus","TURKEY",-400,"ASIA","Male","HUMANITIES"
7203,"Aristotle Onassis","TURKEY",1900,"ASIA","Male","BUSINESS"
7204,"Arrian","TURKEY",0,"ASIA","Male","HUMANITIES"
7205,"Aspasia","TURKEY",-500,"ASIA","Female","PUBLIC FIGURE"
7206,"Basil I","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7207,"Basil II","TURKEY",900,"ASIA","Male","INSTITUTIONS"
7208,"Bayezid I","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7209,"Celal Bayar","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7210,"Chrysippus","TURKEY",-300,"ASIA","Male","HUMANITIES"
7211,"Cleanthes","TURKEY",-400,"ASIA","Male","HUMANITIES"
7212,"Constans","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7213,"Constantine IV","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7214,"Constantine IX Monomachos","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7215,"Constantine V","TURKEY",700,"ASIA","Male","INSTITUTIONS"
7216,"Constantine VII","TURKEY",900,"ASIA","Male","HUMANITIES"
7217,"Constantine XI","TURKEY",1400,"ASIA","Male","INSTITUTIONS"
7218,"Dio Cassius","TURKEY",100,"ASIA","Male","HUMANITIES"
7219,"Diogenes of Sinope","TURKEY",-500,"ASIA","Male","HUMANITIES"
7220,"Elia Kazan","TURKEY",1900,"ASIA","Male","ARTS"
7221,"Ephrem the Syrian","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7222,"Epictetus","TURKEY",0,"ASIA","Male","HUMANITIES"
7223,"Ertuğrul","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7224,"Eudoxus of Cnidus","TURKEY",-500,"ASIA","Male","SCIENCE"
7225,"Evliya Çelebi","TURKEY",1600,"ASIA","Male","EXPLORATION"
7226,"Galen","TURKEY",100,"ASIA","Male","SCIENCE"
7227,"Galla Placidia","TURKEY",300,"ASIA","Female","INSTITUTIONS"
7228,"Gemistus Pletho","TURKEY",1300,"ASIA","Male","HUMANITIES"
7229,"George Seferis","TURKEY",1900,"ASIA","Male","HUMANITIES"
7230,"Gordian I","TURKEY",100,"ASIA","Male","INSTITUTIONS"
7231,"Gregory Palamas","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7232,"Hande Yener","TURKEY",1900,"ASIA","Female","ARTS"
7233,"Henri Fayol","TURKEY",1800,"ASIA","Male","SCIENCE"
7234,"Heraclius","TURKEY",500,"ASIA","Male","INSTITUTIONS"
7235,"Hipparchus","TURKEY",-200,"ASIA","Male","SCIENCE"
7236,"Hippodamus of Miletus","TURKEY",-500,"ASIA","Male","ARTS"
7237,"Honorius","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7238,"Irenaeus","TURKEY",100,"ASIA","Male","INSTITUTIONS"
7239,"John Chrysostom","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7240,"John I Tzimiskes","TURKEY",900,"ASIA","Male","INSTITUTIONS"
7241,"John II Komnenos","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7242,"John IV Laskaris","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7243,"John VI Kantakouzenos","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7244,"John VII Palaiologos","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7245,"John VIII Palaiologos","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7246,"Julian the Apostate","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7247,"Justinian II","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7248,"Kenan Evren","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7249,"Leo III the Isaurian","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7250,"Leo VI the Wise","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7251,"Leontios","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7252,"Lucian","TURKEY",100,"ASIA","Male","HUMANITIES"
7253,"Luke the Evangelist","TURKEY",0,"ASIA","Male","INSTITUTIONS"
7254,"Mahmud I","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7255,"Mahmud II","TURKEY",1700,"ASIA","Male","INSTITUTIONS"
7256,"Manuel I Komnenos","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7257,"Manuel II Palaiologos","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7258,"Marcion of Sinope","TURKEY",0,"ASIA","Male","INSTITUTIONS"
7259,"Margaret the Virgin","TURKEY",200,"ASIA","Female","INSTITUTIONS"
7260,"Maurice","TURKEY",500,"ASIA","Male","INSTITUTIONS"
7261,"Maximus the Confessor","TURKEY",500,"ASIA","Male","INSTITUTIONS"
7262,"Mehmed II","TURKEY",1400,"ASIA","Male","INSTITUTIONS"
7263,"Mehmed V","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7264,"Mehmet Ali Ağca","TURKEY",1900,"ASIA","Male","PUBLIC FIGURE"
7265,"Michael II","TURKEY",700,"ASIA","Male","INSTITUTIONS"
7266,"Michael III","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7267,"Michael IV the Paphlagonian","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7268,"Michael IX Palaiologos","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7269,"Michael Psellos","TURKEY",1000,"ASIA","Male","HUMANITIES"
7270,"Michael V","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7271,"Michael VII","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7272,"Michael VIII Palaiologos","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7273,"Murad I","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7274,"Murad II","TURKEY",1400,"ASIA","Male","INSTITUTIONS"
7275,"Murad IV","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7276,"Murad V","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7277,"Mustafa I","TURKEY",1500,"ASIA","Male","INSTITUTIONS"
7278,"Mustafa II","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7279,"Nasreddin","TURKEY",1200,"ASIA","Male","HUMANITIES"
7280,"Nicetas Choniates","TURKEY",1100,"ASIA","Male","HUMANITIES"
7281,"Nikephoros II","TURKEY",900,"ASIA","Male","INSTITUTIONS"
7282,"Nikephoros III Botaneiates","TURKEY",1000,"ASIA","Male","INSTITUTIONS"
7283,"Orhan I","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7284,"Osman I","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7285,"Osman III","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7286,"Patriarch Photios I of Constantinople","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7287,"Paul of Tarsus","TURKEY",0,"ASIA","Male","INSTITUTIONS"
7288,"Pausanias","TURKEY",100,"ASIA","Male","SCIENCE"
7289,"Pedanius Dioscorides","TURKEY",0,"ASIA","Male","SCIENCE"
7290,"Polycarp","TURKEY",0,"ASIA","Male","SCIENCE"
7291,"Pope John VI","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7292,"Proclus","TURKEY",400,"ASIA","Male","HUMANITIES"
7293,"Pulcheria","TURKEY",300,"ASIA","Female","PUBLIC FIGURE"
7294,"Recep Tayyip Erdoğan","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7295,"Romanos I","TURKEY",800,"ASIA","Male","INSTITUTIONS"
7296,"Sabbatai Zevi","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7297,"Saint Barbara","TURKEY",200,"ASIA","Female","INSTITUTIONS"
7298,"Saint Blaise","TURKEY",200,"ASIA","Male","INSTITUTIONS"
7299,"Saint Nicholas","TURKEY",200,"ASIA","Male","INSTITUTIONS"
7300,"Selim I","TURKEY",1400,"ASIA","Male","INSTITUTIONS"
7301,"Selim II","TURKEY",1500,"ASIA","Male","INSTITUTIONS"
7302,"Selim III","TURKEY",1700,"ASIA","Male","INSTITUTIONS"
7303,"Semih Şentürk","TURKEY",1900,"ASIA","Male","SPORTS"
7304,"Strabo","TURKEY",-100,"ASIA","Male","SCIENCE"
7305,"Suleiman II","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7306,"Suleiman the Magnificent","TURKEY",1400,"ASIA","Male","INSTITUTIONS"
7307,"Thales","TURKEY",-700,"ASIA","Male","HUMANITIES"
7308,"Theodora","CYPRUS",500,"ASIA","Female","PUBLIC FIGURE"
7309,"Theodore I Laskaris","TURKEY",1100,"ASIA","Male","INSTITUTIONS"
7310,"Theodore II Laskaris","TURKEY",1200,"ASIA","Male","INSTITUTIONS"
7311,"Theodosios III","TURKEY",700,"ASIA","Male","INSTITUTIONS"
7312,"Theodosius II","TURKEY",400,"ASIA","Male","INSTITUTIONS"
7313,"Theophanes the Confessor","TURKEY",700,"ASIA","Male","INSTITUTIONS"
7314,"Tiberios III","TURKEY",600,"ASIA","Male","INSTITUTIONS"
7315,"Tiberius II Constantine","TURKEY",500,"ASIA","Male","INSTITUTIONS"
7316,"Timothy","TURKEY",0,"ASIA","Male","INSTITUTIONS"
7317,"Xenocrates","TURKEY",-400,"ASIA","Male","HUMANITIES"
7318,"Xenophanes","TURKEY",-600,"ASIA","Male","HUMANITIES"
7319,"Zeno","TURKEY",400,"ASIA","Male","INSTITUTIONS"
7320,"Zoe","TURKEY",900,"ASIA","Female","INSTITUTIONS"
7321,"‘Abdu’l-Hamid II","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7322,"Abdülâziz","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7323,"Abdullah Gül","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7324,"Abdullah Öcalan","TURKEY",1900,"ASIA","Male","PUBLIC FIGURE"
7325,"Adnan Menderes","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7326,"Adnan Oktar","TURKEY",1900,"ASIA","Male","HUMANITIES"
7327,"Ahmet Necdet Sezer","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7328,"Anthemius of Tralles","TURKEY",400,"ASIA","Male","SCIENCE"
7329,"Arda Turan","TURKEY",1900,"ASIA","Male","SPORTS"
7330,"Avidius Cassius","TURKEY",100,"ASIA","Male","INSTITUTIONS"
7331,"Basil of Caesarea","TURKEY",300,"ASIA","Male","SCIENCE"
7332,"Bülent Ecevit","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7333,"Cemal Gürsel","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7334,"Cevdet Sunay","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7335,"Ctesias","TURKEY",-500,"ASIA","Male","SCIENCE"
7336,"Dionysius of Halicarnassus","TURKEY",-100,"ASIA","Male","HUMANITIES"
7337,"Ecumenical Patriarch Bartholomew I of Constantinople","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7338,"Édouard Balladur","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7339,"Emre Belözoğlu","TURKEY",1900,"ASIA","Male","SPORTS"
7340,"Fahri Koruturk","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7341,"Fatih Terim","TURKEY",1900,"ASIA","Male","SPORTS"
7342,"Fethullah Gülen","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7343,"Gregory of Nazianzus","TURKEY",300,"EUROPE","Male","SCIENCE"
7344,"Gregory of Nyssa","TURKEY",300,"ASIA","Male","INSTITUTIONS"
7345,"Hakan Şükür","TURKEY",1900,"ASIA","Male","SPORTS"
7346,"Heraclitus","TURKEY",-600,"ASIA","Male","HUMANITIES"
7347,"Herodotus","TURKEY",-500,"ASIA","Male","HUMANITIES"
7348,"Hidayet Türkoğlu","TURKEY",1900,"ASIA","Male","SPORTS"
7349,"Homer","TURKEY",-800,"EUROPE","Male","HUMANITIES"
7350,"Hrant Dink","TURKEY",1900,"ASIA","Male","PUBLIC FIGURE"
7351,"Hussein bin Ali, Sharif of Mecca","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7352,"Ibn Taymiya","TURKEY",1200,"ASIA","Male","HUMANITIES"
7353,"İsmail Enver","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7354,"İsmet İnönü","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7355,"Joe Strummer","TURKEY",1900,"ASIA","Male","ARTS"
7356,"John Malalas","TURKEY",400,"ASIA","Male","HUMANITIES"
7357,"Mehmed I","TURKEY",1300,"ASIA","Male","INSTITUTIONS"
7358,"Mehmed III","TURKEY",1500,"ASIA","Male","INSTITUTIONS"
7359,"Mehmed IV","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7360,"Mehmed VI","TURKEY",1800,"ASIA","Male","INSTITUTIONS"
7361,"Mithridates VI of Pontus","TURKEY",-200,"ASIA","Male","INSTITUTIONS"
7362,"Mustafa IV","TURKEY",1700,"ASIA","Male","INSTITUTIONS"
7363,"Necmettin Erbakan","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7364,"Nestorius","TURKEY",300,"ASIA","Male","SCIENCE"
7365,"Nihat Kahveci","TURKEY",1900,"ASIA","Male","SPORTS"
7366,"Orhan Pamuk","TURKEY",1900,"ASIA","Male","HUMANITIES"
7367,"Osman II","TURKEY",1600,"ASIA","Male","INSTITUTIONS"
7368,"Piri Reis","TURKEY",1400,"ASIA","Male","SCIENCE"
7369,"Rüştü Reçber","TURKEY",1900,"ASIA","Male","SPORTS"
7370,"Sertab Erener","TURKEY",1900,"ASIA","Female","ARTS"
7371,"Sezen Aksu","TURKEY",1900,"ASIA","Female","ARTS"
7372,"Sinan","TURKEY",1400,"ASIA","Male","ARTS"
7373,"Süleyman Demirel","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7374,"Tansu Çiller","TURKEY",1900,"ASIA","Female","SCIENCE"
7375,"Turgut Özal","TURKEY",1900,"ASIA","Male","INSTITUTIONS"
7376,"Volkan Demirel","TURKEY",1900,"ASIA","Male","SPORTS"
7377,"Yaşar Kemal","TURKEY",1900,"ASIA","Male","HUMANITIES"
7378,"Abu Muslim","TURKMENISTAN",700,"ASIA","Male","INSTITUTIONS"
7379,"Gurbanguly Berdimuhammedow","TURKMENISTAN",1900,"ASIA","Male","INSTITUTIONS"
7380,"Saparmurat Niyazov","TURKMENISTAN",1900,"ASIA","Male","INSTITUTIONS"
7381,"Yelena Bonner","TURKMENISTAN",1900,"ASIA","Female","PUBLIC FIGURE"
7382,"Idi Amin","UGANDA",1900,"AFRICA","Male","INSTITUTIONS"
7383,"Joseph Kony","UGANDA",1900,"AFRICA","Male","PUBLIC FIGURE"
7384,"Paul Kagame","UGANDA",1900,"AFRICA","Male","INSTITUTIONS"
7385,"Yoweri Museveni","UGANDA",1900,"AFRICA","Male","INSTITUTIONS"
7386,"Milton Obote","UGANDA",1900,"AFRICA","Male","INSTITUTIONS"
7387,"Anatoly Timofeevich Fomenko","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7388,"Andrei Chikatilo","UKRAINE",1900,"EUROPE","Male","PUBLIC FIGURE"
7389,"Andrei Yeremenko","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7390,"Andrey Vyshinsky","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7391,"Baibars","UKRAINE",1200,"EUROPE","Male","INSTITUTIONS"
7392,"Bohdan Khmelnytsky","UKRAINE",1500,"EUROPE","Male","INSTITUTIONS"
7393,"Bruno Schulz","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7394,"David Oistrakh","UKRAINE",1900,"EUROPE","Male","ARTS"
7395,"Dmytro Chygrynskyy","UKRAINE",1900,"EUROPE","Male","SPORTS"
7396,"Fedor Emelianenko","UKRAINE",1900,"EUROPE","Male","SPORTS"
7397,"George Gamow","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7398,"Georges Charpak","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7399,"Grigory Zinoviev","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7400,"Helena Blavatsky","UKRAINE",1800,"EUROPE","Female","HUMANITIES"
7401,"Igor Belanov","UKRAINE",1900,"EUROPE","Male","SPORTS"
7402,"Ilya Ilyich Mechnikov","UKRAINE",1800,"EUROPE","Male","SCIENCE"
7403,"Ivan Franko","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7404,"Ivan Mazepa","UKRAINE",1600,"EUROPE","Male","INSTITUTIONS"
7405,"Joseph Conrad","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7406,"Karol Szymanowski","UKRAINE",1800,"EUROPE","Male","ARTS"
7407,"Kliment Voroshilov","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7408,"Lazar Kaganovich","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7409,"Lee Strasberg","UKRAINE",1900,"EUROPE","Male","ARTS"
7410,"Leon Trotsky","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7411,"Leonid Brezhnev","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7412,"Levi Eshkol","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7413,"Nikolai Ostrovsky","UKRAINE",1900,"EUROPE","Male","HUMANITIES"
7414,"Oleh Husyev","UKRAINE",1900,"EUROPE","Male","SPORTS"
7415,"Olexandr Dovzhenko","UKRAINE",1800,"EUROPE","Male","ARTS"
7416,"Paul Celan","UKRAINE",1900,"EUROPE","Male","HUMANITIES"
7417,"Roxelana","UKRAINE",1500,"EUROPE","Female","INSTITUTIONS"
7418,"Ruslan Ponomariov","UKRAINE",1900,"EUROPE","Male","SPORTS"
7419,"Ruslana","UKRAINE",1900,"EUROPE","Female","ARTS"
7420,"Semyon Timoshenko","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7421,"Sergei Bondarchuk","UKRAINE",1900,"EUROPE","Male","ARTS"
7422,"Sergei Prokofiev","UKRAINE",1800,"EUROPE","Male","ARTS"
7423,"Sergey Karjakin","UKRAINE",1900,"EUROPE","Male","SPORTS"
7424,"Stepan Bandera","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7425,"Sviatoslav Richter","UKRAINE",1900,"EUROPE","Male","ARTS"
7426,"Taras Shevchenko","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7427,"Vasyl Ivanchuk","UKRAINE",1900,"EUROPE","Male","SPORTS"
7428,"Vladimir II Monomakh","UKRAINE",1000,"EUROPE","Male","INSTITUTIONS"
7429,"Wilhelm Reich","UKRAINE",1800,"EUROPE","Male","SCIENCE"
7430,"Yevgeny Primakov","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7431,"Adolf Anderssen","UKRAINE",1800,"EUROPE","Male","SPORTS"
7432,"Alyona Bondarenko","UKRAINE",1900,"EUROPE","Female","SPORTS"
7433,"Anatoliy Tymoschuk","UKRAINE",1900,"EUROPE","Male","SPORTS"
7434,"Anatoliy Vasilievich Lunacharsky","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7435,"Andrei Zhdanov","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7436,"Andriy Pyatov","UKRAINE",1900,"EUROPE","Male","SPORTS"
7437,"Andriy Shevchenko","UKRAINE",1900,"EUROPE","Male","SPORTS"
7438,"Andriy Voronin","UKRAINE",1900,"EUROPE","Male","SPORTS"
7439,"Ani Lorak","UKRAINE",1900,"EUROPE","Female","ARTS"
7440,"Anna Akhmatova","UKRAINE",1800,"EUROPE","Female","HUMANITIES"
7441,"Anton Makarenko","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7442,"Edward Rydz-Śmigły","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7443,"Elena Vesnina","UKRAINE",1900,"EUROPE","Female","SPORTS"
7444,"Ephraim Katzir","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7445,"George Gapon","UKRAINE",1800,"EUROPE","Male","PUBLIC FIGURE"
7446,"Golda Meir","UKRAINE",1800,"EUROPE","Female","INSTITUTIONS"
7447,"Ignacy Jan Paderewski","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7448,"Igor Sikorsky","UKRAINE",1800,"EUROPE","Male","SCIENCE"
7449,"Ilya Ehrenburg","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7450,"Ilya Yefimovich Repin","UKRAINE",1800,"EUROPE","Male","ARTS"
7451,"Isaac Babel","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7452,"Jan Łukasiewicz","UKRAINE",1800,"EUROPE","Male","SCIENCE"
7453,"John Demjanjuk","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7454,"John III Sobieski","UKRAINE",1600,"EUROPE","Male","INSTITUTIONS"
7455,"Juliusz Słowacki","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7456,"Kateryna Bondarenko","UKRAINE",1900,"EUROPE","Female","SPORTS"
7457,"Kazimir Malevich","UKRAINE",1800,"EUROPE","Male","ARTS"
7458,"Larissa Latynina","UKRAINE",1900,"EUROPE","Female","SPORTS"
7459,"Leonid Kuchma","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7460,"Leopold von Sacher-Masoch","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7461,"Lesya Ukrainka","UKRAINE",1800,"EUROPE","Female","HUMANITIES"
7462,"Ludmila Gurchenko","UKRAINE",1900,"EUROPE","Female","ARTS"
7463,"Ludwig von Mises","UKRAINE",1800,"EUROPE","Male","SCIENCE"
7464,"Mikhail Bulgakov","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7465,"Mila Kunis","UKRAINE",1900,"EUROPE","Female","ARTS"
7466,"Milla Jovovich","UKRAINE",1900,"EUROPE","Female","ARTS"
7467,"Moshe Sharett","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7468,"Nestor Makhno","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7469,"Nikolai Alekseevich Nekrasov","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7470,"Nikolai Berdyaev","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7471,"Nikolai Gogol","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7472,"Nikolai Podgorny","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7473,"Nikolay Davydenko","UKRAINE",1900,"EUROPE","Male","SPORTS"
7474,"Oleg Blokhin","UKRAINE",1900,"EUROPE","Male","SPORTS"
7475,"Oleksandr Shovkovsky","UKRAINE",1900,"EUROPE","Male","SPORTS"
7476,"Olga Kurylenko","UKRAINE",1900,"EUROPE","Female","ARTS"
7477,"Otto Preminger","UKRAINE",1900,"EUROPE","Male","ARTS"
7478,"Paul Muni","UKRAINE",1800,"EUROPE","Male","ARTS"
7479,"Roald Hoffmann","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7480,"Rodion Malinovsky","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7481,"Ruslan Rotan","UKRAINE",1900,"EUROPE","Male","SPORTS"
7482,"Sergei Bubka","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7483,"Sergei Sokolov","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7484,"Sergey Korolyov","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7485,"Sergey Stanishev","UKRAINE",1900,"EUROPE","Male","INSTITUTIONS"
7486,"Serhiy Rebrov","UKRAINE",1900,"EUROPE","Male","SPORTS"
7487,"Shmuel Yosef Agnon","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7488,"Sholem Aleichem","UKRAINE",1800,"EUROPE","Male","HUMANITIES"
7489,"Simon Wiesenthal","UKRAINE",1900,"EUROPE","Male","PUBLIC FIGURE"
7490,"Sofia Rotaru","UKRAINE",1900,"EUROPE","Female","ARTS"
7491,"Stanisław I Leszczyński","UKRAINE",1600,"EUROPE","Male","INSTITUTIONS"
7492,"Stanisław Lem","UKRAINE",1900,"EUROPE","Male","HUMANITIES"
7493,"Stanisław Marcin Ulam","UKRAINE",1900,"EUROPE","Male","SCIENCE"
7494,"Sviatoslav I of Kiev","UKRAINE",900,"EUROPE","Male","INSTITUTIONS"
7495,"Symon Petlura","UKRAINE",1800,"EUROPE","Male","INSTITUTIONS"
7496,"Trofim Lysenko","UKRAINE",1800,"EUROPE","Male","SCIENCE"
